text,unsolicited__no,unsolicited__yes,kind__personal,kind__transactional,kind__promotional,kind__scam,asks_action__no,asks_action__yes,risk__0,risk__1,risk__2,risk__3,risk__4
"I've got ten bucks, jay is being noncomittal",0.98,0.02,0.97,0.01,0.01,0.01,0.95,0.05,0.96,0.03,0.01,0.0,0.0
K..k:)how about your training process?,0.98,0.02,0.96,0.01,0.01,0.02,0.75,0.25,0.95,0.03,0.01,0.005,0.005
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,0.030000000000000027,0.97,0.01,0.01,0.85,0.13,0.030000000000000027,0.97,0.02,0.55,0.35,0.07,0.01
Everybody had fun this evening. Miss you.,0.97,0.03,0.96,0.01,0.01,0.02,0.97,0.03,0.95,0.03,0.01,0.007,0.003
"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.01,0.0,0.0
Want to send me a virtual hug?... I need one,0.96,0.04,0.95,0.01,0.02,0.02,0.7,0.3,0.93,0.05,0.015,0.004,0.001
Super da:)good replacement for murali,0.97,0.03,0.95,0.01,0.02,0.02,0.97,0.03,0.95,0.03,0.01,0.005,0.005
Thanks for ve lovely wisheds. You rock,0.97,0.03,0.96,0.01,0.01,0.02,0.97,0.03,0.95,0.03,0.01,0.005,0.005
Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know,0.97,0.03,0.96,0.01,0.02,0.01,0.88,0.12,0.93,0.06,0.01,0.0,0.0
Dont gimme that lip caveboy,0.97,0.03,0.96,0.01,0.01,0.02,0.95,0.05,0.95,0.03,0.01,0.005,0.005
Headin towards busetop,0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.005,0.003,0.002
Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,0.97,0.03,0.95,0.01,0.02,0.02,0.95,0.05,0.93,0.05,0.01,0.005,0.005
Have a nice day my dear.,0.96,0.04,0.95,0.01,0.02,0.02,0.98,0.02,0.95,0.03,0.01,0.007,0.003
I am waiting machan. Call me once you free.,0.98,0.02,0.96,0.01,0.01,0.02,0.15000000000000002,0.85,0.9,0.07,0.02,0.007,0.003
I will come to ur home now,0.97,0.03,0.95,0.01,0.01,0.03,0.95,0.05,0.93,0.04,0.02,0.007,0.003
Nope i'm not drivin... I neva develop da photos lei...,0.98,0.02,0.97,0.01,0.01,0.01,0.95,0.05,0.96,0.03,0.01,0.0,0.0
No my mum went 2 dentist.,0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.01,0.0,0.0
if you aren't here in the next  &lt;#&gt;  hours imma flip my shit,0.97,0.03,0.96,0.01,0.01,0.02,0.65,0.35,0.9,0.07,0.02,0.007,0.003
"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """,0.97,0.03,0.96,0.01,0.01,0.02,0.7,0.3,0.93,0.05,0.01,0.005,0.005
Talk to g and x about that,0.96,0.04,0.95,0.01,0.01,0.03,0.75,0.25,0.9,0.07,0.02,0.007,0.003
U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,0.98,0.02,0.97,0.01,0.01,0.01,0.44999999999999996,0.55,0.95,0.03,0.01,0.005,0.005
"Awesome, text me when you're restocked",0.96,0.04,0.94,0.03,0.02,0.01,0.25,0.75,0.9,0.07,0.02,0.007,0.003
Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,0.98,0.02,0.97,0.01,0.01,0.01,0.95,0.05,0.96,0.03,0.01,0.0,0.0
Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.,0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.005,0.003,0.002
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,0.020000000000000018,0.98,0.005,0.005,0.12,0.87,0.030000000000000027,0.97,0.01,0.06,0.15,0.5,0.28
I think it's all still in my car,0.97,0.03,0.96,0.01,0.01,0.02,0.95,0.05,0.95,0.03,0.01,0.005,0.005
"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x",0.98,0.02,0.97,0.01,0.01,0.01,0.85,0.15,0.95,0.04,0.01,0.0,0.0
Good evening! this is roger. How are you?,0.9,0.1,0.85,0.02,0.03,0.1,0.7,0.3,0.75,0.12,0.08,0.04,0.01
"Don't worry, * is easy once have ingredients!",0.97,0.03,0.95,0.02,0.02,0.01,0.97,0.03,0.95,0.03,0.01,0.005,0.005
Dear i have reache room,0.97,0.03,0.95,0.02,0.01,0.02,0.96,0.04,0.94,0.04,0.01,0.005,0.005
Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.005,0.003,0.002
* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,0.030000000000000027,0.97,0.01,0.01,0.62,0.36,0.030000000000000027,0.97,0.01,0.15,0.4,0.36,0.08
"""Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry""",0.97,0.03,0.96,0.01,0.015,0.015,0.15000000000000002,0.85,0.9,0.07,0.02,0.007,0.003
:-) yeah! Lol. Luckily i didn't have a starring role like you!,0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.01,0.0,0.0
Hi. I'm always online on yahoo and would like to chat with you someday,0.72,0.28,0.64,0.02,0.06,0.28,0.65,0.35,0.45000000000000007,0.25000000000000006,0.18000000000000002,0.10000000000000002,0.020000000000000004
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,0.010000000000000009,0.99,0.005,0.005,0.15,0.84,0.020000000000000018,0.98,0.005,0.03,0.2,0.6,0.165
When you are big..| God will bring success.,0.85,0.15,0.82,0.02,0.1,0.06,0.95,0.05,0.85,0.1,0.03,0.015,0.005
"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",0.98,0.02,0.97,0.01,0.01,0.01,0.95,0.05,0.96,0.03,0.01,0.0,0.0
U should make a fb list,0.96,0.04,0.95,0.01,0.02,0.02,0.75,0.25,0.9,0.07,0.02,0.007,0.003
"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",0.98,0.02,0.97,0.01,0.01,0.01,0.92,0.08,0.95,0.04,0.01,0.0,0.0
Finally the match heading towards draw as your prediction.,0.97,0.03,0.95,0.01,0.02,0.02,0.97,0.03,0.95,0.03,0.01,0.005,0.005
Ard 4 lor...,0.95,0.05,0.93,0.02,0.02,0.03,0.95,0.05,0.94,0.04,0.02,0.0,0.0
"Probably not, still going over some stuff here",0.97,0.03,0.95,0.02,0.01,0.02,0.97,0.03,0.95,0.03,0.01,0.005,0.005
"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",0.97,0.03,0.95,0.02,0.01,0.02,0.95,0.05,0.95,0.03,0.01,0.005,0.005
Just taste fish curry :-P,0.97,0.03,0.96,0.01,0.02,0.01,0.95,0.05,0.95,0.04,0.01,0.0,0.0
Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!,0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.01,0.0,0.0
Ok which your another number,0.96,0.04,0.95,0.01,0.01,0.03,0.65,0.35,0.9,0.06,0.03,0.007,0.003
Do well :)all will for little time. Thing of good times ahead:,0.97,0.03,0.95,0.01,0.02,0.02,0.95,0.05,0.94,0.04,0.01,0.005,0.005
Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u,0.98,0.02,0.97,0.01,0.01,0.01,0.7,0.3,0.95,0.03,0.01,0.005,0.005
Hey i've booked the 2 lessons on sun liao...,0.97,0.03,0.95,0.03,0.01,0.01,0.95,0.05,0.95,0.04,0.01,0.0,0.0
Ya it came a while ago,0.97,0.03,0.96,0.02,0.01,0.01,0.97,0.03,0.96,0.03,0.01,0.0,0.0
Now project pa. After that only i can come.,0.97,0.03,0.95,0.02,0.01,0.02,0.95,0.05,0.94,0.04,0.01,0.005,0.005
How long does it take to get it.,0.96,0.04,0.94,0.02,0.02,0.02,0.75,0.25,0.9,0.06,0.03,0.007,0.003
Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL,0.020000000000000018,0.98,0.01,0.005,0.25,0.735,0.030000000000000027,0.97,0.01,0.05,0.24,0.55,0.15
I didn't get the second half of that message,0.96,0.04,0.94,0.02,0.01,0.03,0.7,0.3,0.9,0.06,0.03,0.01,0.0
We are okay. Going to sleep now. Later,0.97,0.03,0.96,0.01,0.01,0.02,0.97,0.03,0.95,0.03,0.01,0.005,0.005
FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,0.030000000000000027,0.97,0.01,0.01,0.45,0.53,0.020000000000000018,0.98,0.01,0.12,0.4,0.4,0.07
U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,0.98,0.02,0.97,0.01,0.01,0.01,0.4,0.6,0.95,0.04,0.005,0.003,0.002
I think i am disturbing her da,0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.01,0.0,0.0
Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,0.020000000000000018,0.98,0.01,0.01,0.12,0.86,0.030000000000000027,0.97,0.01,0.06,0.18,0.5,0.25
Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,0.98,0.02,0.96,0.01,0.01,0.02,0.97,0.03,0.95,0.03,0.01,0.005,0.005
I‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. No that‘s silly a frying pan isn‘t likely to be a book,0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.01,0.0,0.0
"Probably, want to pick up more?",0.97,0.03,0.95,0.02,0.01,0.02,0.75,0.25,0.93,0.05,0.015,0.004,0.001
I asked sen to come chennai and search for job.,0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.01,0.0,0.0
I'm meeting Darren...,0.97,0.03,0.95,0.02,0.01,0.02,0.95,0.05,0.94,0.04,0.01,0.005,0.005
I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!,0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.01,0.0,0.0
Water logging in desert. Geoenvironmental implications.,0.88,0.12,0.8,0.06,0.08,0.06,0.94,0.06,0.88,0.09,0.02,0.007,0.003
HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,0.97,0.03,0.95,0.01,0.01,0.03,0.09999999999999998,0.9,0.85,0.1,0.04,0.01,0.0
That's necessarily respectful,0.94,0.06,0.9,0.02,0.03,0.05,0.95,0.05,0.9,0.06,0.03,0.007,0.003
"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",0.98,0.02,0.97,0.01,0.01,0.01,0.9,0.1,0.95,0.03,0.01,0.005,0.005
Really do hope the work doesnt get stressful. Have a gr8 day.,0.97,0.03,0.96,0.01,0.01,0.02,0.97,0.03,0.95,0.03,0.01,0.005,0.005
Hey u still at the gym?,0.97,0.03,0.96,0.01,0.01,0.02,0.75,0.25,0.94,0.04,0.01,0.007,0.003
"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*",0.97,0.03,0.95,0.01,0.01,0.03,0.97,0.03,0.94,0.03,0.02,0.01,0.0
Did you show him and wot did he say or could u not c him 4 dust?,0.98,0.02,0.96,0.01,0.01,0.02,0.75,0.25,0.94,0.04,0.01,0.005,0.005
Bought one ringtone and now getting texts costing 3 pound offering more tones etc,0.92,0.08,0.88,0.02,0.07,0.03,0.95,0.05,0.88,0.09,0.02,0.01,0.0
Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?,0.97,0.03,0.95,0.01,0.01,0.03,0.44999999999999996,0.55,0.85,0.1,0.04,0.007,0.003
What time you think you'll have it? Need to know when I should be near campus,0.98,0.02,0.97,0.01,0.01,0.01,0.4,0.6,0.95,0.03,0.01,0.005,0.005
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",0.010000000000000009,0.99,0.005,0.005,0.06,0.93,0.010000000000000009,0.99,0.005,0.02,0.1,0.5,0.375
"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",0.97,0.03,0.95,0.01,0.01,0.03,0.97,0.03,0.95,0.03,0.01,0.005,0.005
Yar but they say got some error.,0.97,0.03,0.95,0.02,0.01,0.02,0.95,0.05,0.95,0.03,0.01,0.005,0.005
"That's fine, I'll bitch at you about it later then",0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.01,0.0,0.0
Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.01,0.0,0.0
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,0.020000000000000018,0.98,0.005,0.005,0.15,0.84,0.020000000000000018,0.98,0.01,0.06,0.25,0.5,0.18
"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",0.97,0.03,0.96,0.01,0.01,0.02,0.95,0.05,0.94,0.04,0.01,0.007,0.003
8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,0.030000000000000027,0.97,0.01,0.01,0.72,0.26,0.030000000000000027,0.97,0.01,0.3,0.5,0.17,0.02
Ok... I din get ur msg...,0.97,0.03,0.95,0.02,0.01,0.02,0.92,0.08,0.94,0.04,0.015,0.004,0.001
Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,0.020000000000000018,0.98,0.01,0.01,0.72,0.26,0.030000000000000027,0.97,0.01,0.45,0.4,0.12,0.02
So li hai... Me bored now da lecturer repeating last weeks stuff waste time...,0.98,0.02,0.97,0.01,0.01,0.01,0.95,0.05,0.96,0.03,0.01,0.0,0.0
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,0.030000000000000027,0.97,0.01,0.01,0.72,0.26,0.040000000000000036,0.96,0.01,0.15,0.5,0.29,0.05
Oh dang! I didn't mean o send that to you! Lol!,0.97,0.03,0.96,0.01,0.01,0.02,0.97,0.03,0.95,0.03,0.01,0.007,0.003
Do u still have plumbers tape and a wrench we could borrow?,0.98,0.02,0.97,0.01,0.01,0.01,0.4,0.6,0.93,0.05,0.01,0.005,0.005
"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",0.88,0.12,0.85,0.01,0.07,0.07,0.97,0.03,0.93,0.05,0.015,0.004,0.001
"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",0.040000000000000036,0.96,0.01,0.03,0.36,0.6,0.020000000000000018,0.98,0.01,0.12,0.32,0.45,0.1
Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?,0.98,0.02,0.97,0.01,0.01,0.01,0.75,0.25,0.95,0.03,0.01,0.005,0.005
Good. No swimsuit allowed :),0.98,0.02,0.96,0.01,0.02,0.01,0.95,0.05,0.95,0.03,0.01,0.005,0.005
You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,0.020000000000000018,0.98,0.005,0.005,0.04,0.95,0.020000000000000018,0.98,0.005,0.02,0.08,0.5,0.395
Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,0.88,0.12,0.85,0.02,0.1,0.03,0.97,0.03,0.93,0.06,0.01,0.0,0.0
U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,0.98,0.02,0.96,0.01,0.01,0.02,0.97,0.03,0.95,0.03,0.01,0.005,0.005
How would my ip address test that considering my computer isn't a minecraft server,0.97,0.03,0.95,0.02,0.01,0.02,0.88,0.12,0.9,0.07,0.02,0.007,0.003
URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,0.010000000000000009,0.99,0.005,0.005,0.02,0.97,0.010000000000000009,0.99,0.005,0.01,0.045,0.35,0.59
I'm hungry buy smth home...,0.98,0.02,0.97,0.01,0.01,0.01,0.65,0.35,0.9,0.08,0.01,0.005,0.005
Wa... U so efficient... Gee... Thanx...,0.97,0.03,0.96,0.01,0.01,0.02,0.97,0.03,0.95,0.03,0.01,0.005,0.005
Do u hav any frnd by name ashwini in ur college?,0.97,0.03,0.96,0.01,0.01,0.02,0.75,0.25,0.93,0.05,0.015,0.004,0.001
K:)k:)good:)study well.,0.98,0.02,0.96,0.01,0.01,0.02,0.95,0.05,0.95,0.03,0.01,0.005,0.005
Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night,0.85,0.15,0.85,0.01,0.09,0.05,0.97,0.03,0.93,0.06,0.01,0.0,0.0
Ringtone Club: Gr8 new polys direct to your mobile every week !,0.09999999999999998,0.9,0.020000000000000004,0.05000000000000001,0.8300000000000001,0.10000000000000002,0.85,0.15,0.35,0.5,0.12,0.03,0.0
"Okey dokey, i‘ll be over in a bit just sorting some stuff out.",0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.005,0.003,0.002
Well its not like you actually called someone a punto. That woulda been worse.,0.97,0.03,0.96,0.01,0.01,0.02,0.97,0.03,0.95,0.03,0.01,0.005,0.005
Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.01,0.0,0.0
I will vote for wherever my heart guides me,0.97,0.03,0.95,0.01,0.02,0.02,0.97,0.03,0.95,0.03,0.01,0.005,0.005
Okie... Thanx...,0.98,0.02,0.97,0.01,0.01,0.01,0.98,0.02,0.96,0.03,0.005,0.003,0.002
You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,0.020000000000000018,0.98,0.005,0.005,0.04,0.95,0.020000000000000018,0.98,0.005,0.02,0.08,0.5,0.395
Do I? I thought I put it back in the box,0.97,0.03,0.96,0.01,0.01,0.02,0.95,0.05,0.95,0.03,0.01,0.005,0.005
Must come later.. I normally bathe him in da afternoon mah..,0.98,0.02,0.97,0.01,0.01,0.01,0.95,0.05,0.96,0.03,0.01,0.0,0.0
07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,0.020000000000000018,0.98,0.01,0.01,0.15,0.83,0.020000000000000018,0.98,0.01,0.06,0.25,0.5,0.18
So why didnt you holla?,0.97,0.03,0.95,0.01,0.01,0.03,0.88,0.12,0.93,0.04,0.02,0.007,0.003
Text her. If she doesnt reply let me know so i can have her log in,0.97,0.03,0.95,0.02,0.01,0.02,0.30000000000000004,0.7,0.9,0.06,0.03,0.007,0.003
Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,0.98,0.02,0.96,0.01,0.01,0.02,0.97,0.03,0.95,0.03,0.01,0.007,0.003
"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",0.98,0.02,0.97,0.01,0.01,0.01,0.95,0.05,0.95,0.03,0.01,0.005,0.005
Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,0.98,0.02,0.97,0.01,0.01,0.01,0.75,0.25,0.95,0.04,0.01,0.0,0.0
She told to hr that he want posting in chennai:)because i'm working here:),0.97,0.03,0.95,0.01,0.01,0.03,0.95,0.05,0.94,0.04,0.01,0.007,0.003
cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,0.98,0.02,0.97,0.01,0.01,0.01,0.4,0.6,0.93,0.05,0.01,0.005,0.005
I'm home...,0.97,0.03,0.96,0.02,0.01,0.01,0.95,0.05,0.95,0.03,0.01,0.005,0.005
"That's cool he'll be here all night, lemme know when you're around",0.98,0.02,0.97,0.01,0.01,0.01,0.4,0.6,0.95,0.03,0.01,0.005,0.005
says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,0.97,0.03,0.96,0.01,0.01,0.02,0.96,0.04,0.95,0.03,0.01,0.007,0.003
Old Orchard near univ. How about you?,0.98,0.02,0.96,0.01,0.01,0.02,0.75,0.25,0.95,0.03,0.01,0.005,0.005
It's ok lar. U sleep early too... Nite...,0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.005,0.003,0.002
* Will have two more cartons off u and is very pleased with shelves,0.97,0.03,0.95,0.02,0.02,0.01,0.88,0.12,0.93,0.05,0.015,0.004,0.001
Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.01,0.0,0.0
URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,0.010000000000000009,0.99,0.005,0.005,0.03,0.96,0.010000000000000009,0.99,0.005,0.02,0.08,0.5,0.395
What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,0.030000000000000027,0.97,0.01,0.01,0.72,0.26,0.030000000000000027,0.97,0.01,0.45,0.35,0.16,0.03
Yes.. now only saw your message..,0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.01,0.0,0.0
Yes see ya not on the dot,0.98,0.02,0.97,0.01,0.01,0.01,0.95,0.05,0.96,0.03,0.01,0.0,0.0
Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!,0.98,0.02,0.97,0.01,0.01,0.01,0.7,0.3,0.95,0.04,0.01,0.0,0.0
I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,0.98,0.02,0.97,0.01,0.01,0.01,0.92,0.08,0.93,0.05,0.01,0.005,0.005
That's y we haf to combine n c how lor...,0.97,0.03,0.96,0.01,0.01,0.02,0.95,0.05,0.95,0.03,0.01,0.005,0.005
No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.,0.97,0.03,0.95,0.01,0.02,0.02,0.65,0.35,0.85,0.1,0.04,0.007,0.003
You busy or can I come by at some point and figure out what we're doing tomorrow,0.98,0.02,0.97,0.01,0.01,0.01,0.4,0.6,0.93,0.05,0.01,0.005,0.005
I HAVE A DATE ON SUNDAY WITH WILL!!,0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.005,0.003,0.002
